Date,competition,home_team,home_goals,home_points,away_team,away_goals,away_points,total_home_score,total_away_score
2/29/20,Allianz Football League Roinn 1,Tyrone,1,10,Dublin,1,7,13,10
2/29/20,Allianz Football League Roinn 4,London,2,10,Wicklow,5,9,16,24
2/29/20,Allianz Football League Roinn 4,Wexford,1,9,Sligo,2,7,12,13
3/1/20,Allianz Football League Roinn 1,Mayo,1,13,Kerry,1,14,16,17
3/1/20,Allianz Football League Roinn 1,Donegal,2,12,Monaghan,0,8,18,8
3/1/20,Allianz Football League Roinn 1,Meath,1,12,Galway,1,14,15,17
3/1/20,Allianz Football League Roinn 2,Laois,0,10,Kildare,0,15,10,15
3/1/20,Allianz Football League Roinn 2,Roscommon,1,16,Westmeath,0,12,19,12
3/1/20,Allianz Football League Roinn 2,Cavan,0,15,Clare,1,14,15,17
3/1/20,Allianz Football League Roinn 3,Louth,1,12,Leitrim,3,14,15,23
3/1/20,Allianz Football League Roinn 3,Cork,3,13,Derry,3,11,22,20
3/1/20,Allianz Football League Roinn 3,Longford,0,9,Down,0,17,9,17
3/1/20,Allianz Football League Roinn 4,Antrim,2,21,Limerick,1,12,27,15
3/1/20,Allianz Football League Roinn 4,Waterford,2,14,Carlow,2,14,20,20
3/7/20,Allianz Football League Roinn 2,Fermanagh,0,10,Armagh,3,14,10,23
10/17/20,Allianz Football League Roinn 1,Monaghan,0,14,Kerry,0,17,14,17
10/17/20,Allianz Football League Roinn 1,Dublin,1,20,Meath,0,19,23,19
10/17/20,Allianz Football League Roinn 2,Westmeath,1,18,Laois,0,13,21,13
10/17/20,Allianz Football League Roinn 2,Armagh,0,15,Roscommon,3,10,15,19
10/17/20,Allianz Football League Roinn 3,Down,0,0,Leitrim,0,0,0,0
10/17/20,Allianz Football League Roinn 3,Cork,5,19,Louth,0,16,34,16
10/17/20,Allianz Football League Roinn 3,Derry,2,14,Longford,0,12,20,12
10/17/20,Allianz Football League Roinn 4,Wicklow,7,11,Antrim,0,7,32,7
10/17/20,Allianz Football League Roinn 4,Carlow,2,17,Sligo,2,15,23,21
10/18/20,Allianz Football League Roinn 1,Galway,0,17,Mayo,23,3,17,72
10/18/20,Allianz Football League Roinn 1,Donegal,2,17,Tyrone,2,13,23,19
10/18/20,Allianz Football League Roinn 2,Clare,1,11,Fermanagh,1,9,14,12
10/18/20,Allianz Football League Roinn 2,Kildare,1,21,Cavan,0,20,24,20
10/18/20,Allianz Football League Roinn 3,Tipperary,1,16,Offaly,0,16,19,16
10/18/20,Allianz Football League Roinn 4,Waterford,0,0,London,0,0,0,0
10/18/20,Allianz Football League Roinn 4,London,0,0,Carlow,0,0,0,0
10/18/20,Allianz Football League Roinn 4,Limerick,1,10,Wexford,1,13,13,16
10/24/20,Allianz Football League Roinn 1,Kerry,2,18,Donegal,0,10,24,10
10/24/20,Allianz Football League Roinn 2,Kildare,0,16,Westmeath,0,11,16,11
10/24/20,Allianz Football League Roinn 2,Cavan,0,13,Roscommon,1,12,13,15
10/24/20,Allianz Football League Roinn 2,Clare,1,13,Armagh,1,18,16,21
10/24/20,Allianz Football League Roinn 2,Fermanagh,1,11,Laois,3,12,14,21
10/24/20,Allianz Football League Roinn 4,Antrim,2,14,Waterford,0,13,20,13
10/24/20,Allianz Football League Roinn 4,Sligo,1,14,Limerick,1,16,17,19
10/24/20,Allianz Football League Roinn 4,Wexford,0,10,Wicklow,0,13,10,13
10/25/20,Allianz Football League Roinn 1,Galway,0,15,Dublin,2,15,15,21
10/25/20,Allianz Football League Roinn 1,Monaghan,2,14,Meath,1,17,20,20
10/25/20,Allianz Football League Roinn 1,Mayo,1,19,Tyrone,3,14,22,23
10/25/20,Allianz Football League Roinn 3,Longford,0,0,Cork,0,0,0,0
10/25/20,Allianz Football League Roinn 3,Offaly,1,10,Derry,1,12,13,15
10/25/20,Allianz Football League Roinn 3,Leitrim,0,15,Tipperary,2,11,15,17
10/25/20,Allianz Football League Roinn 3,Louth,3,14,Down,0,16,23,16
10/31/20,Munster GAA Football Senior Championship,Wexford,0,9,Limerick,2,14,9,20
10/31/20,Ulster GAA Football Senior Championship,Monaghan,1,17,Cavan,2,15,20,21
11/1/20,Connacht GAA Football Senior Championship,Leitrim,0,10,Mayo,2,15,10,21
11/1/20,Leinster GAA Football Senior Championship,Louth,1,7,Longford,1,9,10,12
11/1/20,Leinster GAA Football Senior Championship,Wexford,0,11,Wicklow,2,9,11,15
11/1/20,Leinster GAA Football Senior Championship,Offaly,3,14,Carlow,0,20,23,20
11/1/20,Munster GAA Football Senior Championship,Tipperary,2,11,Clare,1,11,17,14
11/1/20,Ulster GAA Football Senior Championship,Donegal,1,13,Tyrone,1,11,16,14
11/1/20,Ulster GAA Football Senior Championship,Derry,0,15,Armagh,0,17,15,17
11/7/20,Connacht GAA Football Senior Championship,Galway,0,0,Sligo,0,0,0,0
11/7/20,Leinster GAA Football Senior Championship,Westmeath,0,11,Dublin,0,22,11,22
11/7/20,Munster GAA Football Senior Championship,Limerick,2,11,Tipperary,1,15,17,18
11/7/20,Ulster GAA Football Senior Championship,Cavan,0,13,Antrim,0,9,13,9
11/8/20,Connacht GAA Football Senior Championship,Roscommon,0,13,Mayo,1,16,13,19
11/8/20,Leinster GAA Football Senior Championship,Longford,1,14,Laois,1,16,17,19
11/8/20,Leinster GAA Football Senior Championship,Wicklow,0,7,Meath,7,14,7,35
11/8/20,Leinster GAA Football Senior Championship,Kildare,0,20,Offaly,0,16,20,16
11/8/20,Munster GAA Football Senior Championship,Cork,1,12,Kerry,0,13,15,13
11/8/20,Ulster GAA Football Senior Championship,Fermanagh,0,11,Down,1,15,11,18
11/14/20,Ulster GAA Football Senior Championship,Donegal,1,22,Armagh,0,13,25,13
11/15/20,Connacht GAA Football Senior Championship,Galway,0,13,Mayo,0,14,13,14
11/15/20,Leinster GAA Football Senior Championship,Meath,5,9,Kildare,0,15,24,15
11/15/20,Leinster GAA Football Senior Championship,Dublin,2,23,Laois,0,7,29,7
11/15/20,Ulster GAA Football Senior Championship,Cavan,1,14,Down,1,13,17,16
11/21/20,Leinster GAA Football Senior Championship,Dublin,3,21,Meath,0,9,30,9
11/22/20,Munster GAA Football Senior Championship,Cork,0,14,Tipperary,0,17,14,17
11/22/20,Ulster GAA Football Senior Championship,Cavan,1,13,Donegal,0,12,16,12
12/5/20,GAA Football All-Ireland Senior Championship,Cavan,0,12,Dublin,1,24,12,27
12/6/20,GAA Football All-Ireland Senior Championship,Mayo,5,20,Tipperary,3,13,35,22
12/19/20,GAA Football All-Ireland Senior Championship,Dublin,2,14,Mayo,0,15,20,15
5/15/21,Allianz Football League Roinn 1,Kerry,4,21,Galway,0,11,33,11
5/15/21,Allianz Football League Roinn 1,Tyrone,0,16,Donegal,0,18,16,18
5/15/21,Allianz Football League Roinn 2,Mayo,2,21,Down,1,11,27,14
5/15/21,Allianz Football League Roinn 2,Cork,0,14,Kildare,2,12,14,18
5/15/21,Allianz Football League Roinn 3,Longford,0,5,Derry,0,21,5,21
5/15/21,Allianz Football League Roinn 3,Limerick,1,13,Tipperary,0,14,16,14
5/15/21,Allianz Football League Roinn 3,Fermanagh,0,15,Cavan,0,14,15,14
5/15/21,Allianz Football League Roinn 4,Louth,3,8,Antrim,1,15,17,18
5/15/21,Allianz Football League Roinn 4,Waterford,0,10,Carlow,3,16,10,25
5/16/21,Allianz Football League Roinn 1,Roscommon,0,16,Dublin,1,22,16,25
5/16/21,Allianz Football League Roinn 1,Monaghan,1,12,Armagh,1,16,15,19
