Date,home_team,away_team,competition,home_points,home_goals,away_points,away_goals,home_win,draw,winning_team,losing_team
2/6/22,sligo,carlow,Allianz Football League Roinn 4,28,0,5,0,1,,sligo,carlow
2/6/22,london,waterford,Allianz Football League Roinn 4,12,1,8,2,0,,waterford,london
2/6/22,tipperary,leitrim,Allianz Football League Roinn 4,8,2,16,2,0,,leitrim,tipperary
2/6/22,cavan,wexford,Allianz Football League Roinn 4,17,0,8,1,1,,cavan,wexford
2/19/22,armagh,monaghan,Allianz Football League Roinn 1,7,1,10,0,2,,null,null
2/19/22,dublin,mayo,Allianz Football League Roinn 1,12,0,11,2,0,,mayo,dublin
2/19/22,antrim,wicklow,Allianz Football League Roinn 3,10,2,7,1,1,,antrim,wicklow
2/19/22,carlow,waterford,Allianz Football League Roinn 3,12,2,8,2,1,,carlow,waterford
2/20/22,kerry,donegal,Allianz Football League Roinn 1,13,1,7,0,1,,kerry,donegal
2/20/22,tyrone,kildare,Allianz Football League Roinn 1,7,2,12,0,1,,tyrone,kildare
2/20/22,derry,cork,Allianz Football League Roinn 2,13,1,7,0,1,,derry,cork
2/20/22,roscommon,clare,Allianz Football League Roinn 2,9,0,9,0,2,,null ,null
2/20/22,meath,down,Allianz Football League Roinn 2,6,2,6,2,2,,null,null
2/20/22,limerick,louth,Allianz Football League Roinn 3,12,1,14,1,0,,louth,limerick
2/20/22,leitrim,london,Allianz Football League Roinn 4,9,0,5,2,0,,london,leitrim
2/26/22,donegal,tyrone,Allianz Football League Roinn 1,10,2,12,0,1,,donegal,tyrone
2/26/22,offaly,meath,Allianz Football League Roinn 2,10,1,10,1,2,,null,null
2/26/22,down,roscommon,Allianz Football League Roinn 2,10,0,18,1,0,,roscommon,down
2/26/22,cork,galway,Allianz Football League Roinn 2,17,2,22,3,0,,galway,cork
2/26/22,wicklow,limerick,Allianz Football League Roinn 3,9,1,13,1,0,,limerick,wicklow
2/26/22,laois,antrim,Allianz Football League Roinn 3,8,1,8,1,2,,null,null
2/26/22,tipperary,sligo,Allianz Football League Roinn 4,13,1,9,1,1,,tipperary,sligo
2/27/22,kildare,dublin,Allianz Football League Roinn 1,12,1,12,0,1,,kildare,dublin
2/27/22,monaghan,kerry,Allianz Football League Roinn 1,12,1,14,3,0,,kerry,monaghan
2/27/22,mayo,armagh,Allianz Football League Roinn 1,15,0,10,1,1,,mayo,armagh
2/27/22,clare,derry,Allianz Football League Roinn 2,10,0,13,2,0,,derry,clare
2/27/22,louth,westmeath,Allianz Football League Roinn 3,15,1,13,1,1,,louth,westmeath
2/27/22,longford,fermanagh,Allianz Football League Roinn 3,10,1,11,3,0,,fermanagh,longford
2/27/22,london,wexford,Allianz Football League Roinn 4,6,1,11,0,0,,wexford,london
2/27/22,cavan,carlow,Allianz Football League Roinn 4,19,0,12,1,1,,cavan,carlow
2/27/22,waterford,leitrim,Allianz Football League Roinn 4,13,1,17,2,0,,leitrim,waterford
3/5/22,westmeath,longford,Allianz Football League Roinn 3,10,0,14,0,0,,longford,westmeath
3/5/22,fermanagh,laois,Allianz Football League Roinn 3,15,3,9,3,1,,fermanagh,laois
3/6/22,galway,offaly,Allianz Football League Roinn 2,17,2,10,3,1,,galway,offaly
3/6/22,sligo,cavan,Allianz Football League Roinn 4,10,0,13,1,0,,cavan,sligo
3/6/22,wexford,tipperary,Allianz Football League Roinn 4,15,0,4,4,0,,tipperary,wexford
3/12/22,armagh,kildare,Allianz Football League Roinn 1,12,1,10,0,1,,armagh,kildare
3/12/22,kerry,mayo,Allianz Football League Roinn 1,12,1,14,0,1,,kerry,mayo
3/12/22,down,offaly,Allianz Football League Roinn 2,14,0,15,0,0,,offaly,down
3/12/22,antrim,longford,Allianz Football League Roinn 3,19,1,12,0,1,,antrim,longford
3/12/22,limerick,westmeath,Allianz Football League Roinn 3,6,1,12,1,0,,westmeath,limerick
3/13/22,donegal,monaghan,Allianz Football League Roinn 1,10,0,12,1,0,,monaghan,donegal
3/13/22,tyrone,dublin,Allianz Football League Roinn 1,8,0,13,0,0,,dublin,tyrone
3/13/22,roscommon,derry,Allianz Football League Roinn 2,12,0,12,0,2,,null,null
3/13/22,meath,cork,Allianz Football League Roinn 2,18,1,10,1,1,,meath,cork
3/13/22,galway,clare,Allianz Football League Roinn 2,8,2,5,1,1,,galway,clare
3/13/22,wicklow,laois,Allianz Football League Roinn 3,8,0,17,1,0,,laois,wicklow
3/13/22,fermanagh,louth,Allianz Football League Roinn 3,14,0,12,2,0,,louth,fermanagh
3/13/22,sligo,london,Allianz Football League Roinn 4,19,3,10,0,1,,sligo,london
3/13/22,carlow,leitrim,Allianz Football League Roinn 4,10,1,14,2,0,,leitrim,carlow
3/13/22,wexford,waterford,Allianz Football League Roinn 4,15,0,14,0,1,,wexford,waterford
3/13/22,cavan,tipperary,Allianz Football League Roinn 4,7,1,11,1,0,,tipperary,cavan
3/19/22,tyrone,mayo,Allianz Football League Roinn 1,11,0,9,0,1,,tyrone,mayo
3/19/22,laois,limerick,Allianz Football League Roinn 3,14,0,15,0,0,,limerick,laois
3/20/22,armagh,kerry,Allianz Football League Roinn 1,13,0,13,1,0,,kerry,armagh
3/20/22,kildare,monaghan,Allianz Football League Roinn 1,24,0,12,1,1,,kildare,monaghan
3/20/22,dublin,donegal,Allianz Football League Roinn 1,15,2,11,2,1,,dublin,donegal
3/20/22,cork,down,Allianz Football League Roinn 2,16,1,12,1,1,,cork,down
3/20/22,derry,galway,Allianz Football League Roinn 2,12,0,11,4,0,,galway,derry
3/20/22,offaly,roscommon,Allianz Football League Roinn 2,14,0,18,2,0,,roscommon,offaly
3/20/22,clare,meath,Allianz Football League Roinn 2,9,0,10,0,0,,meath,clare
3/20/22,louth,antrim,Allianz Football League Roinn 3,12,1,8,1,1,,louth,antrim
3/20/22,westmeath,fermanagh,Allianz Football League Roinn 3,9,1,12,0,2,,null,null
3/20/22,longford,wicklow,Allianz Football League Roinn 3,13,2,20,0,0,,wicklow,longford
3/20/22,london,cavan,Allianz Football League Roinn 4,11,2,15,1,0,,cavan,london
3/20/22,waterford,sligo,Allianz Football League Roinn 4,11,1,15,0,0,,sligo,waterford
3/20/22,leitrim,wexford,Allianz Football League Roinn 4,9,3,11,1,1,,leitrim,wexford
3/20/22,tipperary,carlow,Allianz Football League Roinn 4,16,2,11,0,1,,tipperary,carlow
3/26/22,carlow,wexford,Allianz Football League Roinn 4,14,0,11,1,2,,null,null
3/26/22,cavan,waterford,Allianz Football League Roinn 4,21,3,10,0,1,,cavan,waterford
3/26/22,tipperary,london,Allianz Football League Roinn 4,14,1,12,0,1,,tipperary,london
3/27/22,monaghan,dublin,Allianz Football League Roinn 1,13,3,18,1,1,,monaghan,dublin
3/27/22,donegal,armagh,Allianz Football League Roinn 1,14,1,13,1,1,,donegal,armagh
3/27/22,kerry,tyrone,Allianz Football League Roinn 1,11,2,15,1,0,,tyrone,kerry
3/27/22,mayo,kildare,Allianz Football League Roinn 1,20,2,18,0,1,,mayo,kildare
3/27/22,down,clare,Allianz Football League Roinn 2,9,1,14,2,0,,clare,down
3/27/22,roscommon,galway,Allianz Football League Roinn 2,20,1,15,1,1,,roscommon,galway
3/27/22,offaly,cork,Allianz Football League Roinn 2,20,1,21,1,0,,cork,offaly
3/27/22,meath,derry,Allianz Football League Roinn 2,11,2,16,1,0,,derry,meath
3/27/22,antrim,westmeath,Allianz Football League Roinn 3,12,0,13,1,0,,westmeath,antrim
3/27/22,limerick,fermanagh,Allianz Football League Roinn 3,16,1,14,0,1,,limerick,fermanagh
3/27/22,laois,longford,Allianz Football League Roinn 3,13,1,17,2,0,,longford,laois
3/27/22,wicklow,louth,Allianz Football League Roinn 3,13,1,17,2,0,,louth,wicklow
3/27/22,sligo,leitrim,Allianz Football League Roinn 4,16,2,10,2,1,,sligo,leitrim
4/2/22,louth,limerick,Allianz Football League Roinn 3,14,1,12,0,1,,louth,limerick
4/2/22,cavan,tipperary,Allianz Football League Roinn 4,10,2,15,0,1,,cavan,tipperary
4/3/22,kerry,mayo,Allianz Football League Roinn 1,19,3,13,0,1,,kerry,mayo
4/3/22,roscommon,galway,Allianz Football League Roinn 1,20,1,22,0,1,,roscommon,galway
4/16/22,fermanagh,tyrone,Ulster GAA Football Senior Championship,10,2,17,2,0,,tyrone,fermanagh
4/17/22,london,leitrim,Connacht GAA Football Senior Championship,11,2,12,3,0,,leitrim,london
4/17/22,new_york,sligo,Connacht GAA Football Senior Championship,15,0,16,1,0,,sligo,new_york
4/23/22,antrim,cavan,Ulster GAA Football Senior Championship,10,0,20,1,0,,cavan,antrim
4/24/22,mayo,galway,Connacht GAA Football Senior Championship,16,0,14,1,0,,galway,mayo
4/24/22,louth,carlow,Leinster GAA Football Senior Championship,10,5,10,0,1,,louth,carlow
4/24/22,wexford,offaly,Leinster GAA Football Senior Championship,15,1,12,1,1,,wexford,offaly
4/24/22,wicklow,laois,Leinster GAA Football Senior Championship,15,5,12,4,1,,wicklow,laois
4/24/22,donegal,armagh,Ulster GAA Football Senior Championship,16,1,12,0,1,,donegal,armagh
4/30/22,sligo,roscommon,Connacht GAA Football Senior Championship,11,0,23,0,0,,roscommon,sligo
4/30/22,westmeath,longford,Leinster GAA Football Senior Championship,13,3,14,0,1,,westmeath,longford
4/30/22,wexford,dublin,Leinster GAA Football Senior Championship,4,0,24,1,0,,dublin,wexford
4/30/22,clare,limerick,Munster GAA Football Senior Championship,19,1,16,2,2,,null,null
4/30/22,waterford,tipperary,Munster GAA Football Senior Championship,8,1,13,2,0,,tipperary,waterford
4/30/22,monaghan,down,Ulster GAA Football Senior Championship,23,0,7,2,1,,monaghan,down
5/1/22,meath,wicklow,Leinster GAA Football Senior Championship,13,4,12,1,1,,meath,wicklow
5/1/22,kildare,louth,Leinster GAA Football Senior Championship,22,2,12,0,1,,kildare,louth
5/1/22,tyrone,derry,Ulster GAA Football Senior Championship,10,0,18,1,0,,derry,tyrone
5/7/22,cork,kerry,Munster GAA Football Senior Championship,11,0,23,0,0,,kerry,cork
5/8/22,galway,leitrim,Connacht GAA Football Senior Championship,20,4,9,0,1,,galway,leitrim
5/8/22,cavan,donegal,Ulster GAA Football Senior Championship,16,0,16,2,0,,donegal,cavan
5/14/22,tipperary,limerick,Munster GAA Football Senior Championship,10,0,10,2,0,,limerick,tipperary
5/15/22,kildare,westmeath,Leinster GAA Football Senior Championship,21,1,15,2,1,,kildare,westmeath
5/15/22,dublin,meath,Leinster GAA Football Senior Championship,27,1,14,1,1,,dublin,meath
5/15/22,derry,monaghan,Ulster GAA Football Senior Championship,12,3,17,0,1,,derry,monaghan
5/21/22,wicklow,waterford,Tailteann Cup,16,3,10,1,1,,wicklow,waterford
5/22/22,wexford,offaly,Tailteann Cup,13,2,11,3,0,,offaly,wexford
5/28/22,dublin,kildare,Leinster GAA Football Senior Championship,17,5,15,1,1,,dublin,kildare
5/28/22,kerry,limerick,Munster GAA Football Senior Championship,28,1,8,0,1,,kerry,limerick
5/28/22,cavan,down,Tailteann Cup,24,0,12,1,1,,cavan,down
5/28/22,leitrim,antrim,Tailteann Cup,14,2,12,1,1,,leitrim,antrim
5/28/22,longford,fermanagh,Tailteann Cup,12,0,12,1,0,,fermanagh,longford
5/28/22,sligo,london,Tailteann Cup,15,3,16,2,1,,sligo,london
5/29/22,galway,roscommon,Connacht GAA Football Senior Championship,19,2,16,2,1,,galway,roscommon
5/29/22,derry,donegal,Ulster GAA Football Senior Championship,16,1,14,1,1,,derry,donegal
5/29/22,laois,westmeath,Tailteann Cup,13,0,13,1,0,,westmeath,laois
5/29/22,offaly,wicklow,Tailteann Cup,18,0,10,0,1,,offaly,wicklow
5/29/22,carlow,tipperary,Tailteann Cup,12,1,10,1,1,,carlow,tipperary
6/4/22,cork,louth,GAA Football All-Ireland Senior Championship,12,2,8,2,1,,cork,louth
6/4/22,mayo,monaghan,GAA Football All-Ireland Senior Championship,13,1,12,0,1,,mayo,monaghan
6/4/22,clare,meath,GAA Football All-Ireland Senior Championship,11,1,9,1,1,,clare,meath
6/4/22,offaly,new_york,Tailteann Cup,17,3,11,0,1,,offaly,new_york
6/5/22,armagh,tyrone,GAA Football All-Ireland Senior Championship,16,1,10,1,1,,armagh,tyrone
6/5/22,carlow,westmeath,Tailteann Cup,13,2,21,1,0,,westmeath,carlow
6/5/22,leitrim,sligo,Tailteann Cup,16,2,19,1,2,,null,null
6/5/22,fermanagh,cavan,Tailteann Cup,13,0,16,2,0,,cavan,fermanagh
6/11/22,clare,roscommon,GAA Football All-Ireland Senior Championship,15,2,17,1,1,,clare,roscommon
6/11/22,mayo,kildare,GAA Football All-Ireland Senior Championship,13,2,14,0,1,,mayo,kildare
6/12/22,cork,limerick,GAA Football All-Ireland Senior Championship,18,2,16,1,1,,cork,limerick
6/12/22,armagh,donegal,GAA Football All-Ireland Senior Championship,17,3,16,0,1,,armagh,donegal
6/19/22,sligo,cavan,Tailteann Cup,14,1,20,0,0,,cavan,sligo
6/19/22,westmeath,offaly,Tailteann Cup,22,3,16,2,1,,westmeath,offaly
6/25/22,derry,clare,GAA Football All-Ireland Senior Championship,13,5,8,2,1,,derry,clare
6/25/22,dublin,cork,GAA Football All-Ireland Senior Championship,21,0,10,0,1,,dublin,cork
6/26/22,galway,armagh,GAA Football All-Ireland Senior Championship,21,2,18,3,2,,null,null
6/26/22,kerry,mayo,GAA Football All-Ireland Senior Championship,18,1,13,0,1,,kerry,mayo
7/9/22,galway,derry,GAA Football All-Ireland Senior Championship,8,2,6,1,1,,galway,derry
7/9/22,cavan,westmeath,Tailteann Cup,13,1,14,2,0,,westmeath,cavan
7/10/22,dublin,kerry,GAA Football All-Ireland Senior Championship,13,1,14,1,0,,kerry,dublin
7/24/22,kerry,galway,GAA Football All-Ireland Senior Championship,20,0,16,0,1,,kerry,galway
